deidentified_id_code,gender,gender_other,term,age,r_mem_s_4_text,r_mem_s_13_valence,race_primary,birth_country,ethnic_identify,ethnic_other,,,
302,Woman,[Decline to Answer],F18,18,"The most frequent recollection I had was  of a childhood memory of me and my cousins playing, we had issues and dont talk anymore. Infact, we havent talked in a while.",-2,"South Asian (e.g. Pakistani, Indian)",India,Indian (from India),[Decline to Answer],,,
303,Man,[Decline to Answer],F18,18,The period shortly after me and my girlfriend broke up as it was a very prominent experience in my life and I continue to dwell on it due to not getting total closure and saying everything I wanted to say,-2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
306,Woman,[Decline to Answer],F18,19,"I have had recollections about my grandmother's death when I was 4 years old and the moments we have spent together because she was and is the closest person to me. For instance, I usually think about the times where she used feed me late at night when I felt hungry, or watching me dance to a particular song and cherishing that moment with a lot heart and passion. This happens mostly during an accomplishment, milestone, or lonliness.",-2,"South Asian (e.g. Pakistani, Indian)",Pakistan,Pakistani,[Decline to Answer],,,
307,Woman,[Decline to Answer],F18,17,"At the age of 5, I was supposed to write the letter 'a' in cursive for homework in a straight line. I feared the outcome of being hit by a broom made out of wooden sticks (sapu lidi) by my mother everytime I would make a mistake and so I remember myself in the past crying out of fear. This memory repeats itself quite often.",-2,"Southeast Asian (e.g. Filipino, Vietnamese, Indonesian)",Indonesia,Canadian,[Decline to Answer],,,
308,Woman,[Decline to Answer],F18,18,drinking too much and other people in the hot tub are grabbing me everywhere. I get out and get dressed and people keep coming up to me and touching me. I go home and no one talks to me. (i've seen help for this incident don't worry please).,-2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
309,Woman,[Decline to Answer],F18,17,Taking my dog to the emergency room to be put down. The exact moment of when he was put down is very vivd in my mind.,-2,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Chinese,[Decline to Answer],,,
311,Woman,n/a,F18,17,It was a very traumatic incident. The memory is usually very real and vivid. It comes into my mind multiple times every single day.,-2,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Canadian,n/a,,,
316,Man,[Decline to Answer],F18,18,"I usually think about my high school, specifically my early years and how I squandered many opportunities. It fills me with dread and regret. The specific memory I'm inclined to think about is a certain talk with my counselor, about what kind of person I want to be. It was in a semi-lit room with a plant and bookshelf. I was in denial about many things, mainly about the effort I put in at school.",-2,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Canadian,[Decline to Answer],,,
319,Woman,[Decline to Answer],F18,17,abusive situations,-2,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Chinese,[Decline to Answer],,,
326,Woman,[Decline to Answer],F18,18,"My most recurrent memory has been the memories of my past relationship, and how poorly I was treated. I continuously rethink the situation and whether I had something to do with my partner cheating on me.",-2,White/Caucasian,Canada,[Decline to Answer],[Decline to Answer],,,
327,Woman,[Decline to Answer],F18,19,Replaying a traumatic experience from my relationship with my ex. It was accompanied by feelings of panic and distress.,-2,Hispanic,Colombia,Latin-American,[Decline to Answer],,,
330,Man,[Decline to Answer],F18,18,"a family friend have concerned about the speech skills about my brother during a conversation with my mom. our family and I were annoyed, thinking she could care less. I was not present at the moment, but the scene repeatedly pops in my mind.",-2,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,South Korean,[Decline to Answer],,,
331,Woman,[Decline to Answer],F18,17,"I was young, lost and wanted my parents. I accidentally thought a man was my father, when in fact he wasn't. I hugged the wrong person and started crying when I realizes it wasn't my father.",-2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
332,Woman,[Decline to Answer],F18,18,Leaving my parents and friends and family to go to school. Sad to leave. Felt pretty rushed,-2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
333,Woman,n/a,F18,17,"When I see people get into car accidents on the street, a memory of me getting into a car accident in the past continuously appears into my head.  When I was in Portugal with my family, a car had crashed into us, therefore I sometimes get flashbacks of this occurrence in my mind.",-2,White/Caucasian,Canada,Canadian,n/a,,,
335,Man,[Decline to Answer],F18,19,I remember how I felt at the time and most of the time until the present day (4 months time).  I remember my location at the time of the event.  I remember by thoughts prior.  My activity while the event occurred is locked in my memory,-2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
336,Woman,[Decline to Answer],F18,18,"I sat in the basement of a boyfriend's house. I remember how it was messy, and where furniture was located. I can remember negative emotions I experienced, as well as sensations that occurred. The memory is picturesque enough it can feel as though I am reliving sometimes.",-2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
339,Man,[Decline to Answer],F18,19,"Me lying in my bed skipping class. Laptop on my lap reading. dark outside, earplugs in my ears. tilted to the side. ginger ale on the counter beside me. feeling an incredible ache/guilt in my heart.",-2,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Chinese,[Decline to Answer],,,
340,Man,[Decline to Answer],F18,19,The divorce of my parents and what my life might have been like if they'd stayed together.,-2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
345,Man,[Decline to Answer],F18,18,car crash in the winter from less then a year ago,-2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
349,Woman,[Decline to Answer],F18,19,"Various generic arguments with my mother pop into my head at the same time, mixed together, but there are some repetitive details from a few specific arguments. One where she screamed and threatened to destroy my iPad in front of me because of some minor thing, I think I didn't go to sleep on time. Another where I've been on my computer in my room for too long, she gets extremely angry and frustrated if I'm in my room with my door closed for more than a few hours, and come in and yells at me for a few hours. These are just two of countless arguments, but they're the most specific ones.",-2,"East Asian (e.g. Chinese, Japanese, Korean)",China,Chinese,[Decline to Answer],,,
350,Woman,[Decline to Answer],F18,20,"I'd rather not type it out, it was a very traumatic experience.",-2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
360,Woman,na,F18,18,"keep thinking about a guy and what happened between us 
also the death of my best friends dad",-2,White/Caucasian,Canada,Canadian,na,,,
364,Woman,[Decline to Answer],F18,18,"This is the same situation as earlier in the survey. My friend attempted suicide when i was out of the province. I found out about this after she was in the hospital and contacted me via social media. I was quite helpless, scared and stressed.",-2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
367,Man,[Decline to Answer],F18,22,Standing up to my significant other's ex boyfriend and my former roommate. He was yelling at her and I was trying to calmly get him to leave us alone. I felt like throwing him against a wall.,-2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
369,Man,n/a,F18,18,My friend's brother called me in the middle of the night to inform me that my friend had passed away. I thought it was a prank and did not console him.,-2,"South Asian (e.g. Pakistani, Indian)",Saudi Arabia,Indian (from India),n/a,,,
370,Woman,[Decline to Answer],F18,18,Bad experience with past relationship. Impacted social circle/life. Changed day to day routine.,-2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
377,Woman,N/A,F18,19,The death of my grandpa.,-2,"South Asian (e.g. Pakistani, Indian)",Canada,Sri Lankan,[Decline to Answer],,,
378,Man,[Decline to Answer],F18,18,"A couple years ago, my dad got stung by a bee and almost died. The lady came from the corner store with an EpiPen to stop his reaction. It was at our cottage so the paramedics had to come by boat and he had to spend the night in the hospital.",-2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
380,Man,I answered Male,F18,19,It was an intense memory about a traumatic event.,-2,"South Asian (e.g. Pakistani, Indian)",Saudi Arabia,Pakistani,[Decline to Answer],,,
384,Woman,[Decline to Answer],F18,18,"My dad called me late one night upset, he was talking really fast and crying. he told me that he had almost killed himself ( almost attempted suicide). we met up and he held me in a large hug well I begged him to not leave me.",-2,White/Caucasian,Canada,American,[Decline to Answer],,,
386,Woman,[Decline to Answer],F18,18,i was sexually assaulted,-2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
387,Man,[Decline to Answer],F18,17,"Someone close to me passed away and I never had a chance to say goodbye. Whenever I remember this, I constantly regret not being able to to talk to them one last time.",-2,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Canadian,[Decline to Answer],,,
390,Woman,[Decline to Answer],F18,17,It was a happy experience that quickly became depressing and embedded with paranoia. My confidence was shot and my own decisions were always doubted. I did not expect things from people or at least tried to not expect a good or wanted outcome when it came to interacting with people.,-2,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Cantonese,[Decline to Answer],,,
391,Man,[Decline to Answer],F18,18,"I injured my finger at nationals for and I felt embarrassed and guilty towards my parents and venerable and like everything I worked for was absolute waste. I injured my finger on the first section. I had 3 more sections and I attempted to keep going but I Made it worse. This memory of sadness and melancholy is the memory that has repeated in my brain as both inspiration, depression and motivation the most for the last year.",-2,"South Asian (e.g. Pakistani, Indian)",Canada,Canadian,[Decline to Answer],,,
